churn_status,session_length_seconds,session_count,event_count,closed_session_event_count,open_session_event_count,quest_completed_event_count,store_purchase_event_count,active_days
Churned,916,7,51,8,8,5,0,5
Churned,85,1,6,2,2,0,0,1
Stayed,322,5,29,7,7,1,0,3
Stayed,4205,37,174,42,41,6,2,18
Churned,7447,29,250,50,50,22,2,11
Churned,1020,3,35,4,4,3,0,3
Churned,8525,22,151,29,27,17,0,11
Churned,2472,8,104,16,16,11,0,4
Churned,64948,174,1127,279,255,91,7,31
Churned,3015,17,115,18,18,31,0,12
Stayed,142,1,6,2,2,0,0,1
Stayed,607,1,24,3,3,4,0,1
Churned,2080,7,65,8,8,9,0,5
Churned,332,2,9,3,3,0,0,1
Stayed,75860,212,1552,302,299,244,12,51
Stayed,82633,145,1562,294,296,169,7,32
Stayed,144887,199,3188,337,334,1732,18,53
Stayed,128802,232,2219,332,330,775,66,37
Churned,3537,9,51,13,13,1,0,7
Churned,4100,68,282,79,79,5,1,27
Stayed,447315,531,4885,1063,1061,993,9,55
Stayed,84909,150,1590,284,286,289,6,41
Churned,2379,3,56,8,8,11,0,2
Stayed,644723,430,11000,1247,1246,5367,3,54
Churned,1927,3,49,5,5,4,0,3
Stayed,65254,229,1284,316,316,75,7,41
Stayed,48636,108,758,185,185,125,0,22
Churned,651,1,28,2,2,6,0,1
Churned,6006,21,199,41,41,12,0,9
Stayed,13427,18,225,33,33,17,2,3
Stayed,307,2,14,4,4,0,0,1
Stayed,328,1,7,2,2,0,0,1
Churned,27246,26,880,85,84,369,5,7
Churned,3553,3,59,7,7,6,0,3
Stayed,7022,45,245,58,58,38,2,14
Churned,17748,22,822,69,68,25,1,13
Stayed,13882,70,470,88,88,53,3,19
Stayed,410,2,18,3,2,0,0,2
Stayed,51253,204,1032,241,239,44,0,52
Stayed,24451,41,477,71,70,120,2,30
Churned,4024,10,123,12,12,18,0,7
Stayed,7575,34,232,40,37,59,2,17
Churned,918,1,62,2,2,9,0,1
Stayed,16104,43,380,65,64,41,7,10
Stayed,4557,12,94,13,15,8,0,4
Churned,1703,2,33,4,3,2,0,2
Stayed,10247,21,145,27,26,16,1,14
Churned,919,11,45,17,17,0,0,6
Stayed,15497,18,232,53,52,16,0,9
Churned,92,1,4,1,1,0,0,1
Stayed,30159,69,571,105,105,49,1,23
Churned,1256,2,47,3,3,10,0,1
Churned,1222,2,41,5,5,5,0,2
Churned,4,2,8,2,2,0,0,2
Stayed,103037,157,2270,206,200,574,17,49
Stayed,23678,35,678,59,62,153,1,15
Stayed,19403,58,420,87,86,52,5,29
Stayed,91386,95,1778,199,200,786,23,12
Stayed,324957,80,6728,425,426,3628,72,13
Stayed,1108,8,34,8,8,0,0,7
Stayed,18322,110,637,125,124,79,10,44
Churned,11378,38,335,54,55,52,1,10
Stayed,10227,11,214,17,8,25,1,11
Stayed,18367,9,346,47,47,152,1,6
Churned,0,1,1,0,0,0,0,1
Churned,4270,29,168,35,35,4,1,22
Stayed,75222,119,1271,178,177,169,9,29
Stayed,12,2,9,2,2,0,0,2
Churned,42,2,8,3,3,0,0,1
Stayed,43833,129,874,178,174,68,20,45
Stayed,25869,56,799,102,97,80,1,24
Stayed,213506,508,3509,851,848,160,232,55
Stayed,50810,155,1753,440,440,143,7,21
Stayed,2838,4,33,8,8,1,0,3
Churned,18,1,5,1,1,0,0,1
Churned,1175,3,20,4,4,0,0,3
Churned,7439,6,113,18,18,12,4,3
Stayed,896,3,29,5,5,1,1,3
Stayed,37536,39,814,111,112,209,0,5
Stayed,47529,244,1735,363,364,84,38,55
Churned,8814,9,133,16,15,19,0,4
Churned,3557,9,112,12,11,22,0,4
Churned,13309,23,330,49,49,108,0,10
Churned,84326,70,2030,207,205,1097,6,18
Stayed,12874,25,300,38,35,32,0,12
Churned,12482,19,238,48,48,16,0,5
Stayed,1345,9,44,10,10,0,1,9
Stayed,88554,244,1877,344,343,393,13,54
Churned,2344,3,86,17,17,13,0,2
Churned,65,1,5,1,1,0,0,1
Churned,1379,2,30,5,5,3,0,2
Stayed,972,4,32,6,6,1,0,3
Stayed,7949,30,192,40,39,11,0,25
Stayed,249972,266,6459,1129,1128,2328,13,28
Churned,1802,7,45,14,14,0,0,6
Stayed,151265,227,2111,435,438,594,19,33
Stayed,8133,34,244,41,38,43,1,20
Stayed,84468,93,1149,128,131,430,8,22
Stayed,14841,127,540,135,134,29,2,50
Churned,2180,6,45,8,7,8,0,5
Churned,1066,5,58,8,8,3,0,3
Stayed,41624,83,673,109,105,165,2,37
Stayed,10317,8,198,20,20,39,0,6
Churned,701,2,13,2,2,0,0,1
Churned,528,2,13,4,4,0,0,2
Churned,94876,150,1498,232,229,337,10,17
Stayed,47929,95,1027,205,210,66,0,11
Stayed,66654,140,1118,207,207,234,4,21
Stayed,1217,5,45,6,6,5,0,5
Stayed,50305,93,1133,185,187,131,20,20
Churned,49667,20,940,83,83,277,0,5
Stayed,5230,10,61,14,13,0,0,6
Stayed,190664,313,2736,735,725,311,3,52
Stayed,48130,100,876,112,107,204,6,13
Stayed,120258,144,2225,259,255,496,1,33
Stayed,166793,328,1827,421,416,134,25,37
Stayed,81369,241,2050,322,319,787,16,52
Stayed,1314,1,87,8,8,15,0,1
Churned,9,1,5,1,1,0,0,1
Churned,1065,7,68,8,8,6,0,2
Churned,29098,16,1158,70,69,77,1,4
Churned,133,2,8,2,2,0,0,2
Churned,1038,4,18,4,4,0,0,4
Churned,271,1,9,3,3,0,0,1
Churned,14,2,12,4,4,0,0,2
Stayed,38760,43,518,75,74,57,6,15
Churned,495,3,13,3,2,0,0,2
Churned,4613,10,132,14,14,42,0,3
Churned,9452,28,241,39,39,22,1,10
Churned,341,1,7,2,2,0,0,1
Stayed,20420,49,475,64,63,106,1,16
Churned,12497,8,295,16,14,31,0,2
Churned,4500,26,162,35,35,19,1,18
Stayed,18741,39,504,58,56,96,0,17
Churned,436,2,10,2,2,0,0,2
Stayed,139043,209,1319,313,312,79,18,51
Churned,23,1,4,1,1,0,0,1
Stayed,26991,49,342,78,74,27,2,15
Churned,1482,2,24,7,7,1,0,2
Stayed,50521,159,1714,196,191,195,22,46
Churned,25483,53,399,107,107,20,1,15
Stayed,3172,7,64,12,12,1,0,6
Stayed,16046,31,258,53,52,25,0,5
Churned,6789,7,155,13,14,18,0,3
Churned,225,1,18,3,3,1,0,1
Churned,66541,92,2692,190,182,138,401,28
Churned,2119,3,59,5,5,4,0,2
Churned,0,1,1,0,0,0,0,1
Stayed,91812,289,1936,443,442,373,16,52
Stayed,1138,5,32,8,7,0,0,4
Stayed,24594,166,769,208,206,23,4,51
Stayed,53858,192,1836,321,319,100,7,38
Stayed,14020,8,497,22,20,59,0,4
Stayed,8498,10,154,19,19,7,0,5
Stayed,148111,243,2158,430,426,277,10,36
Stayed,11877,17,270,29,29,17,0,6
Stayed,7061,27,189,37,34,43,0,12
Churned,645,3,13,3,3,0,0,2
Churned,5,3,7,1,1,0,0,2
Stayed,928,4,36,5,5,1,1,1
Stayed,4674,29,151,34,34,13,0,22
Stayed,23061,23,310,59,56,66,5,5
Churned,453,1,9,2,2,0,0,1
Churned,380,1,18,5,5,0,0,1
Churned,848,3,25,4,4,1,0,1
Stayed,12998,14,156,35,35,16,0,4
Stayed,160659,277,3251,479,478,1387,12,54
Stayed,114761,196,1955,386,386,201,45,25
Churned,22581,33,514,84,82,131,0,14
Stayed,8774,116,468,123,123,7,18,41
Churned,92,1,6,2,2,0,0,1
Churned,23279,48,659,73,73,44,0,17
Stayed,5155,4,66,7,6,10,1,4
Stayed,4111,3,105,7,7,11,0,1
Stayed,45301,206,1156,242,240,174,8,55
Churned,1906,9,71,20,20,0,0,5
Stayed,86300,313,1829,380,374,459,7,55
Churned,227,1,11,2,2,0,0,1
Stayed,45945,266,1546,331,331,26,25,55
Stayed,20630,21,365,46,43,68,3,12
Churned,85038,33,1354,130,129,587,2,8
Churned,983,1,31,3,3,3,0,1
Stayed,2623,8,91,10,10,10,0,5
Churned,3537,8,121,14,12,15,0,5
Churned,1786,2,67,4,4,7,0,2
Churned,7066,6,123,16,16,19,0,3
Churned,4169,8,83,16,17,9,1,3
Churned,45227,125,1169,143,143,450,32,30
Churned,10615,23,238,32,32,57,1,5
Stayed,178730,249,4764,413,418,2228,10,38
Stayed,31465,49,1028,81,80,277,2,19
Churned,2028,4,84,7,7,3,0,3
Churned,43432,244,1564,304,304,450,8,33
Churned,9150,37,214,49,47,14,2,25
Churned,207,2,8,2,2,0,0,2
Churned,39671,105,802,171,171,110,5,29
Stayed,22763,61,593,110,111,63,0,23
Churned,8713,63,287,81,81,5,2,24
Stayed,255,2,11,3,3,0,0,2
Churned,156,2,14,3,3,0,0,2
Churned,214652,255,2553,652,647,327,12,33
Churned,89,1,6,2,2,0,0,1
Churned,2112,4,66,7,7,8,0,3
Stayed,274062,423,6395,972,965,2151,4,55
Churned,8367,19,199,35,35,16,0,11
Churned,13093,24,383,34,36,49,3,12
Churned,17949,35,587,62,62,88,2,11
Stayed,135204,131,3085,228,213,1633,46,51
Stayed,339,2,11,4,4,0,0,2
Churned,3660,5,55,16,15,1,0,2
Churned,34034,42,954,100,98,207,3,13
Stayed,1894,8,74,9,9,10,0,4
Churned,10763,6,233,9,8,126,0,5
Stayed,914,3,22,7,5,0,0,2
Churned,1523,3,50,4,4,8,1,3
Stayed,331,1,11,0,1,1,0,1
Stayed,6674,10,147,18,18,17,0,5
Churned,1614,1,57,2,2,9,0,1
Churned,22056,27,525,70,69,41,1,11
Stayed,4742,2,109,10,10,17,0,2
Churned,22,1,4,1,1,0,0,1
Churned,24886,78,483,118,118,21,1,29
Churned,8152,13,141,22,22,28,0,5
Churned,1550,4,37,6,6,8,0,4
Churned,8394,4,214,12,11,18,2,2
Stayed,42676,57,847,131,124,66,15,30
Stayed,75135,84,1409,118,117,334,2,30
Stayed,3348,15,92,18,18,14,2,10
Stayed,7892,47,237,54,53,5,0,32
Churned,18163,52,406,71,71,40,1,24
Stayed,63762,35,1653,70,72,1008,4,7
Stayed,5149,5,126,7,7,23,0,4
Stayed,405543,213,6875,718,717,3112,5,39
Churned,1973,4,31,9,9,0,0,1
Churned,24058,54,710,88,87,114,1,21
Churned,9745,17,173,24,24,19,0,4
Stayed,5016,11,179,20,19,16,0,3
Stayed,25268,91,518,117,115,20,1,29
Churned,1757,5,53,6,6,4,0,4
Churned,1004,2,16,5,5,0,0,1
Stayed,44095,113,850,237,236,14,0,17
Churned,5799,11,117,22,22,34,0,8
Churned,155,1,7,2,2,0,0,1
Stayed,17711,186,719,213,213,30,9,50
Churned,7514,8,260,21,21,40,0,3
Churned,634,2,24,3,3,1,0,2
Stayed,9432,29,185,33,33,31,0,22
Stayed,21138,51,385,76,76,23,2,22
Churned,2315,9,62,11,11,18,0,7
Churned,5601,13,118,17,17,16,0,3
Churned,4611,8,245,17,17,18,0,6
Churned,1880,5,33,8,8,0,0,4
Churned,954,2,25,4,4,1,0,2
Churned,5568,8,180,23,22,24,0,6
Stayed,149711,280,2392,598,594,211,11,42
Churned,2312,5,68,7,7,13,0,2
Churned,19732,36,702,62,61,68,1,12
Stayed,284148,309,4110,560,547,1009,21,39
Stayed,232099,200,3678,441,432,1153,22,48
Stayed,26586,30,679,61,60,151,13,4
Stayed,3512,5,104,7,6,16,0,3
Churned,337,1,7,2,2,0,0,1
Stayed,48524,59,858,147,144,194,1,21
Stayed,66767,152,931,222,218,100,5,24
Stayed,243464,412,5685,885,889,1692,25,55
Churned,818,3,33,9,9,0,0,2
Stayed,19773,77,762,180,177,143,0,37
Churned,1182,2,21,5,4,3,0,2
Stayed,313483,360,3510,710,710,759,13,44
Churned,833,1,17,6,6,0,0,1
Stayed,122100,301,3046,424,420,782,324,55
Churned,1,1,4,1,1,0,0,1
Churned,34880,35,453,74,74,99,1,9
Stayed,14653,9,159,25,25,12,0,3
Stayed,1804,5,40,7,7,3,0,3
Stayed,39275,85,705,131,131,137,11,27
Churned,1223,1,33,2,2,7,0,1
Churned,5283,10,119,20,20,15,1,2
Churned,11014,24,256,37,37,18,0,9
Churned,612,3,32,4,4,6,0,1
Churned,11,1,4,1,1,0,0,1
Churned,2652,9,69,11,10,28,0,7
Churned,1167,1,18,3,3,0,0,1
Stayed,67393,170,1669,280,275,507,11,19
Churned,1785,4,65,5,5,7,0,2
Stayed,11275,17,221,51,51,21,0,8
Churned,1895,5,69,8,8,6,0,3
Stayed,239150,236,2367,427,405,414,26,49
Churned,6720,1,119,4,4,15,0,1
Churned,310,2,18,3,3,1,0,1
Stayed,6884,14,134,21,20,14,0,5
Churned,14222,23,198,32,31,31,0,10
Stayed,20319,88,583,135,135,63,9,32
Churned,69,1,6,2,2,0,0,1
Stayed,5245,18,196,27,26,8,0,7
Churned,21932,28,302,55,55,26,0,12
Stayed,33891,124,664,162,161,90,1,37
Stayed,2225,2,84,24,24,5,2,2
Churned,1429,8,67,9,9,3,0,3
Churned,1028,2,55,24,24,0,0,2
Stayed,81253,309,1729,410,407,171,5,51
Stayed,23881,55,570,87,84,227,14,27
Churned,2926,8,47,11,11,3,0,5
Churned,184,5,20,5,5,0,0,5
Stayed,73726,92,1626,143,144,571,38,22
Stayed,78783,160,1165,258,255,128,8,33
Stayed,16703,123,557,141,140,45,1,46
Churned,13992,22,265,40,39,39,1,11
Stayed,11648,31,387,43,42,27,0,15
Stayed,86569,505,2361,636,634,270,11,54
Stayed,47378,147,997,175,174,266,7,51
Churned,386,2,17,3,3,0,0,1
Churned,18949,30,493,58,58,52,1,6
Churned,1494,5,80,14,14,13,0,3
Churned,20889,39,513,63,63,76,1,13
Churned,6518,13,202,19,19,21,1,6
Churned,258,1,8,2,2,0,0,1
Stayed,88155,59,894,188,189,125,3,10
Stayed,14005,39,411,54,54,67,2,21
Stayed,99565,178,1500,300,299,252,1,28
Churned,22141,21,496,41,40,54,0,6
Churned,683,2,25,3,3,4,0,2
Stayed,97588,158,1072,206,205,95,10,16
Stayed,2259,3,67,5,5,10,0,2
Stayed,86831,131,1926,248,246,581,0,39
Churned,1951,1,53,3,3,6,0,1
Churned,15657,46,250,53,53,19,1,26
Stayed,303,4,18,5,5,0,0,3
Stayed,39273,78,733,93,90,114,1,26
Churned,449,1,12,3,3,0,0,1
Churned,3292,4,86,6,6,15,0,4
Churned,90,1,6,2,2,0,0,1
Stayed,343,3,17,4,4,0,0,3
Stayed,2093,6,65,9,8,4,1,5
Churned,10485,31,232,56,55,35,0,11
Stayed,23717,32,283,69,68,12,1,13
Stayed,89620,46,2032,207,205,430,8,17
Churned,5562,12,141,28,28,10,0,6
Churned,32620,83,531,110,105,72,3,26
Stayed,20904,39,667,56,58,226,1,21
Stayed,72063,159,1653,195,188,456,6,54
Stayed,64580,151,1235,207,205,365,3,39
Churned,11467,54,266,61,61,14,3,21
Churned,3104,5,103,11,11,15,1,2
Stayed,334334,537,9314,818,813,5761,0,55
Churned,77,1,4,1,1,0,0,1
Stayed,30060,53,552,59,60,73,6,18
Churned,40795,39,850,195,195,92,2,7
Stayed,15452,30,373,40,39,83,3,11
Churned,2212,5,50,5,5,6,0,4
Stayed,77685,67,894,201,197,94,3,15
Churned,2659,2,118,7,7,16,0,2
Churned,161625,225,2848,493,490,906,11,25
Stayed,179686,344,3018,614,616,133,50,36
Stayed,1087,4,48,5,6,4,0,3
Stayed,39305,100,1145,148,148,191,2,32
Stayed,18555,11,278,35,37,102,0,3
Churned,288,1,9,2,1,0,0,1
Stayed,1874,13,59,15,15,0,0,8
Churned,5345,7,172,16,16,32,2,5
Churned,3444,3,59,5,5,10,0,1
Churned,2525,23,107,25,24,6,0,21
Churned,1864,6,57,9,9,1,0,3
Churned,3168,11,105,16,14,13,0,5
Churned,4020,20,224,40,40,13,2,9
Stayed,4086,4,83,6,6,21,0,1
Stayed,262851,311,4862,702,706,1790,22,30
Stayed,23395,36,439,57,51,52,1,9
Churned,2337,2,69,7,7,12,0,2
Churned,21857,91,672,127,130,51,14,20
Stayed,511,7,29,8,8,0,0,5
Churned,56222,117,1119,142,141,236,24,34
Churned,1612,5,51,6,5,4,0,4
Stayed,35722,73,641,112,112,35,1,24
Stayed,7387,11,177,17,18,29,0,4
Churned,39162,23,1139,54,54,383,1,11
Stayed,13179,87,396,104,103,28,3,42
Stayed,18017,35,453,57,61,104,0,13
Stayed,4734,5,116,9,10,10,0,3
Churned,351,4,23,7,7,0,0,3
Stayed,237,3,12,3,3,0,0,2
Stayed,20956,65,460,85,85,79,4,30
Stayed,11658,28,204,40,40,27,1,17
Churned,2236,6,94,7,6,11,0,4
Stayed,153664,120,1889,256,254,367,4,21
Churned,10946,5,175,20,20,17,0,5
Churned,36817,95,991,118,119,393,1,36
Stayed,251682,395,2666,571,565,275,18,55
Churned,0,1,1,0,0,0,0,1
Stayed,18808,45,431,67,69,47,2,19
Churned,232,1,6,2,2,0,0,1
Stayed,564,1,19,2,2,3,0,1
Stayed,164,2,17,6,6,0,0,2
Stayed,13070,48,366,56,56,145,4,22
Stayed,70204,313,1723,370,369,163,40,55
Churned,13966,53,326,64,62,52,6,25
Churned,23121,65,458,78,78,56,5,26
Churned,10084,27,249,31,31,68,2,10
Stayed,19437,56,418,80,80,51,3,16
Stayed,25332,48,493,81,81,60,2,15
Churned,29541,97,802,114,113,294,9,26
Churned,320,2,18,3,3,0,0,2
Churned,1428,2,69,6,6,2,0,2
Stayed,179,1,7,2,2,0,0,1
Stayed,1569,5,47,9,9,4,0,4
Churned,1441,1,57,2,2,7,0,1
Churned,14060,18,634,32,31,113,0,13
Stayed,148069,168,2015,454,452,131,8,19
Stayed,51348,124,1006,167,165,177,5,42
Churned,1070,13,58,15,15,0,0,12
Stayed,29362,49,499,132,130,55,1,22
Stayed,65876,106,1393,242,241,302,7,18
Stayed,249088,276,2712,575,575,336,14,34
Churned,5788,22,138,29,28,0,3,15
Churned,6217,6,221,10,10,119,2,3
Churned,1851,3,35,4,4,4,0,2
Stayed,116565,440,2195,544,540,199,5,55
Stayed,27161,93,666,142,142,34,2,31
Churned,100,5,27,8,8,0,0,3
Stayed,5705,4,94,10,10,8,0,2
Churned,7711,12,182,23,23,21,0,3
Churned,1971,2,49,4,4,10,0,2
Stayed,9336,20,164,33,33,16,0,3
Churned,2558,2,32,8,8,1,0,2
Churned,1093,1,9,3,3,0,0,1
Stayed,103954,278,2653,450,449,947,16,54
Churned,15875,25,250,33,33,30,2,10
Churned,3757,7,173,9,9,112,0,2
Stayed,2401,3,23,5,5,1,0,2
Stayed,26481,26,454,84,83,33,1,9
Churned,24596,22,523,59,58,185,3,9
Churned,2324,2,20,6,6,1,0,2
Stayed,199629,270,3684,613,623,1166,2,51
Churned,79,2,11,3,3,0,0,1
Churned,10048,12,159,19,19,16,2,3
Churned,3257,2,113,3,3,23,0,1
Stayed,15974,38,268,65,62,19,0,17
Churned,86,1,4,1,1,0,0,1
Churned,1539,2,87,3,3,7,0,1
Churned,560,2,19,3,3,0,0,2
Churned,1236,6,33,8,8,0,0,5
Churned,14472,32,283,49,48,58,2,22
Stayed,6513,9,194,25,25,28,0,4
Churned,7079,9,156,15,15,37,0,4
Stayed,46081,118,857,164,166,146,4,24
Churned,1777,3,54,5,5,11,0,2
Churned,3,1,4,1,1,0,0,1
Stayed,48051,130,1291,276,275,272,73,32
Stayed,2885,2,44,9,9,0,3,2
Churned,24002,46,590,75,74,87,0,14
Stayed,262,1,13,2,2,0,0,1
Stayed,2500,9,63,15,15,4,0,4
Stayed,23597,82,553,95,95,114,1,22
Churned,62,1,4,1,1,0,0,1
Churned,2595,9,52,16,16,0,0,7
Stayed,11480,29,305,43,42,63,3,19
Stayed,14545,18,245,35,35,22,0,6
Churned,7187,7,191,20,20,11,0,5
Stayed,16937,38,392,66,66,44,0,11
Stayed,46066,163,1262,230,229,153,128,52
Churned,10,1,4,1,1,0,0,1
Stayed,8757,21,211,32,31,16,4,7
Stayed,10864,59,301,69,69,16,1,25
Stayed,12825,10,282,26,25,24,6,4
Stayed,242970,119,2393,353,349,742,13,19
Churned,623,8,32,8,7,0,0,5
Stayed,62420,143,1502,197,196,133,10,23
Churned,1791,3,38,5,5,7,0,2
Stayed,4678,10,115,14,14,7,2,5
Churned,3710,3,78,8,7,15,2,3
Stayed,1870,4,44,5,5,5,0,2
Churned,11712,33,340,54,53,40,26,18
Churned,382,2,11,3,3,0,0,2
Churned,492,1,16,1,1,1,0,1
Churned,4312,7,157,12,12,24,2,3
Stayed,3254,8,79,10,10,8,0,2
Stayed,62749,74,1269,138,136,579,5,27
Churned,22939,36,287,73,73,33,0,16
Stayed,134794,124,1373,289,290,203,4,27
Stayed,801,5,21,5,5,0,0,4
Stayed,23984,52,643,82,80,42,4,17
Stayed,215901,355,4196,653,652,1550,0,54
Stayed,6274,26,152,33,33,3,0,19
Stayed,54591,222,974,302,302,44,2,42
Churned,176,1,4,1,1,0,0,1
Stayed,84223,407,1861,484,482,31,3,55
Stayed,2533,2,101,5,5,17,1,1
Churned,4269,19,119,22,22,18,0,14
Churned,957,4,24,6,6,0,0,2
Churned,11553,23,187,39,39,23,0,14
Stayed,772,12,50,12,12,1,0,12
Stayed,21270,56,416,86,86,9,0,13
Churned,4193,9,143,12,12,27,0,3
Stayed,131698,206,2489,310,306,790,67,54
Churned,1236,1,31,3,3,4,0,1
Stayed,46185,164,1094,195,194,161,4,29
Stayed,171143,298,3038,432,429,949,9,41
Stayed,724,2,33,7,7,1,0,2
Stayed,36802,44,501,74,71,116,1,22
Stayed,20978,45,434,69,68,54,2,17
Stayed,7334,46,328,58,58,28,1,25
Churned,2748,19,107,24,24,12,0,15
Stayed,436809,525,6553,1039,1036,2573,17,47
Churned,948,4,53,7,6,4,0,3
Stayed,30372,71,501,90,89,42,0,36
Stayed,15032,23,291,48,48,49,0,9
Churned,3065,5,79,11,9,7,0,4
Churned,4158,5,78,7,7,8,0,3
Churned,1329,2,48,11,11,9,0,1
Stayed,69923,136,1352,184,184,271,15,27
Stayed,8756,48,235,54,53,2,5,31
Churned,8596,41,342,46,46,24,1,16
Churned,13089,10,171,17,17,22,2,8
Churned,1906,8,64,11,10,3,3,7
Churned,3473,8,116,14,14,16,0,3
Churned,1590,1,26,4,4,2,0,1
Churned,1120,2,42,6,6,7,0,2
Stayed,224869,237,4016,336,340,1707,11,29
Stayed,5804,20,183,25,25,18,0,7
Stayed,16870,67,464,71,69,99,4,35
Stayed,5,1,4,1,1,0,0,1
Stayed,11355,12,189,30,28,17,0,8
Churned,727,1,19,6,6,0,0,1
Stayed,148789,389,2967,528,526,667,48,52
Stayed,1409,8,93,11,11,3,0,5
Stayed,3750,10,130,14,14,11,0,8
Churned,13845,46,301,53,52,45,2,29
Churned,22541,58,547,76,75,28,0,21
Churned,1778,10,45,11,11,2,0,8
Stayed,734600,556,23293,2042,2116,13188,50,55
Churned,60999,167,1261,218,215,294,9,42
Churned,504,3,15,4,4,0,0,3
Churned,4194,13,114,22,22,6,3,6
Stayed,107597,284,2368,346,346,758,24,50
Churned,0,1,1,0,0,0,0,1
Stayed,45627,60,530,120,121,76,0,18
Churned,18489,49,424,66,66,49,4,11
Stayed,406726,324,6496,1024,1014,2202,9,54
Stayed,52308,164,1724,215,215,805,4,50
Churned,13042,81,511,89,87,144,0,28
Stayed,25489,153,876,192,193,32,51,52
Stayed,13135,31,320,48,46,8,2,14
Churned,61667,97,909,158,152,296,1,32
Churned,7,1,4,1,1,0,0,1
Churned,3464,11,58,15,15,3,0,2
Stayed,10731,10,260,31,31,75,0,2
Churned,28740,27,375,71,70,31,0,5
Churned,1048,4,20,6,6,0,0,3
Churned,16362,50,442,61,60,158,0,14
Stayed,3478,15,120,31,29,3,0,10
Churned,65517,97,1252,162,159,473,4,34
Stayed,82276,99,1378,188,176,172,14,19
Stayed,3546,3,46,9,9,2,0,2
Stayed,410904,423,5839,629,622,2735,3,55
Stayed,2248,2,50,5,5,7,0,2
Churned,2741,2,50,4,4,9,0,2
Stayed,16546,119,797,174,174,73,4,48
Stayed,146179,106,2216,328,325,668,13,14
Stayed,30491,104,717,124,124,59,61,31
Stayed,4621,28,158,36,36,7,1,14
Churned,7100,9,176,17,16,23,0,8
Churned,1123,2,79,3,3,12,0,1
Stayed,11676,64,368,84,82,45,0,38
Churned,4641,5,276,21,21,14,1,3
Churned,9904,14,153,35,35,36,0,9
Churned,84327,121,1368,138,137,601,5,29
Churned,329,1,11,2,1,0,0,1
Stayed,15917,14,293,24,23,50,0,6
Churned,2243,10,98,30,30,8,3,8
Churned,49,1,4,1,1,0,0,1
Churned,1582,5,52,6,6,8,2,3
Stayed,2588,15,102,22,22,14,5,12
Stayed,38865,78,987,104,102,265,1,23
Stayed,67163,352,1628,412,412,125,19,55
Stayed,478214,331,12037,855,856,8080,0,53
Churned,20044,57,435,94,94,81,2,16
Stayed,83168,213,1699,284,278,186,9,49
Churned,846,8,33,8,8,2,0,6
Stayed,886,1,12,2,2,3,0,1
Stayed,274381,203,5770,270,251,3791,46,54
Stayed,13375,33,251,55,55,32,1,21
Churned,9668,29,259,36,36,42,3,12
Stayed,14957,29,191,36,35,4,1,19
Churned,4842,3,102,11,11,12,2,2
Stayed,110236,263,2581,344,341,976,1,52
Stayed,621,3,23,4,4,1,0,2
Stayed,3,1,4,1,1,0,0,1
Churned,3049,7,68,11,10,15,0,6
Stayed,82325,220,1822,321,320,353,1,54
Stayed,677774,304,19936,1427,1428,11760,8,48
Stayed,1974,2,39,7,6,4,0,2
Churned,16261,17,834,29,29,150,3,10
Churned,33,1,4,1,1,0,0,1
Churned,35736,112,611,153,153,73,5,24
Stayed,75921,207,1273,357,355,94,1,51
Stayed,22,2,9,3,3,0,0,2
Churned,278,1,9,3,3,0,0,1
Churned,191306,335,3377,614,613,1144,7,42
Churned,3388,2,41,4,4,6,0,2
Stayed,53636,211,1554,251,251,474,18,52
Churned,4355,10,109,13,11,45,1,8
Stayed,46323,124,979,201,200,125,5,38
Churned,2847,3,82,7,7,12,0,3
Stayed,17616,52,450,77,75,35,0,21
Churned,1546,1,12,4,4,0,2,1
Churned,1082,5,34,8,8,0,1,5
Stayed,90454,95,1834,316,315,343,0,23
Churned,10308,20,316,31,30,40,0,6
Churned,1827,1,85,2,2,13,0,1
Stayed,8172,9,252,13,14,29,0,8
Churned,2268,6,27,7,7,0,0,4
Churned,5490,23,191,38,38,16,0,10
Churned,2486,1,75,2,2,1,0,1
Stayed,16807,19,498,57,56,121,2,13
Churned,403,5,28,8,8,0,0,5
Stayed,6316,34,174,34,33,30,10,20
Churned,45790,75,1052,143,145,317,1,12
Stayed,6207,9,247,13,13,17,0,6
Stayed,121046,199,2019,448,449,430,10,21
Stayed,139237,355,2568,652,650,120,32,49
Stayed,308,1,11,4,4,0,0,1
Stayed,40745,69,662,106,106,109,2,28
Stayed,79614,106,1497,177,172,533,3,38
Stayed,56372,91,715,179,176,54,5,27
Churned,450,1,19,2,2,2,0,1
Stayed,245427,373,3976,634,633,888,17,55
Stayed,33537,59,856,84,83,206,0,20
Stayed,56587,255,1451,324,323,135,11,49
Stayed,12880,12,210,34,33,45,0,3
Stayed,14464,42,330,52,50,41,3,13
Churned,8319,8,173,17,15,17,0,5
Churned,176673,171,2994,402,402,1111,1,29
Stayed,1535,8,38,9,9,6,0,6
Churned,142,2,8,2,2,0,0,2
Churned,2512,1,96,4,4,7,0,1
Stayed,21934,71,436,89,86,58,2,14
Stayed,71380,228,2017,368,367,375,2,54
Churned,1160,9,34,8,8,0,0,8
Churned,549,2,22,3,3,2,0,2
Stayed,11962,65,471,95,95,39,0,40
Stayed,28705,60,566,73,71,185,0,39
Churned,109793,251,1683,383,383,230,13,40
Churned,1426,1,44,6,6,9,0,1
Churned,80,2,11,3,3,0,0,2
Stayed,202,1,7,2,2,0,0,1
